State,Date,Year,Month,Interest,Pre_Launch,Post_Launch,Legal_Status,Online,Retail
AL,3/1/2022,2022,3,38,0,0,0,NO,NO
AL,4/1/2022,2022,4,30,0,0,0,NO,NO
AL,5/1/2022,2022,5,28,0,0,0,NO,NO
AL,6/1/2022,2022,6,25,0,0,0,NO,NO
AL,7/1/2022,2022,7,20,0,0,0,NO,NO
AL,8/1/2022,2022,8,31,0,0,0,NO,NO
AL,9/1/2022,2022,9,71,0,0,0,NO,NO
AL,10/1/2022,2022,10,62,0,0,0,NO,NO
AL,11/1/2022,2022,11,59,0,0,0,NO,NO
AL,12/1/2022,2022,12,47,0,0,0,NO,NO
AL,1/1/2023,2023,1,40,0,0,0,NO,NO
AL,2/1/2023,2023,2,28,0,0,0,NO,NO
AL,3/1/2023,2023,3,44,0,0,0,NO,NO
AL,4/1/2023,2023,4,34,0,0,0,NO,NO
AL,5/1/2023,2023,5,32,0,0,0,NO,NO
AL,6/1/2023,2023,6,26,0,0,0,NO,NO
AL,7/1/2023,2023,7,23,0,0,0,NO,NO
AL,8/1/2023,2023,8,30,0,0,0,NO,NO
AL,9/1/2023,2023,9,86,0,0,0,NO,NO
AL,10/1/2023,2023,10,59,0,0,0,NO,NO
AL,11/1/2023,2023,11,61,0,0,0,NO,NO
AL,12/1/2023,2023,12,54,0,0,0,NO,NO
AL,1/1/2024,2024,1,48,0,0,0,NO,NO
AL,2/1/2024,2024,2,22,0,0,0,NO,NO
AL,3/1/2024,2024,3,42,0,0,0,NO,NO
AL,4/1/2024,2024,4,29,0,0,0,NO,NO
AL,5/1/2024,2024,5,25,0,0,0,NO,NO
AL,6/1/2024,2024,6,24,0,0,0,NO,NO
AL,7/1/2024,2024,7,18,0,0,0,NO,NO
AL,8/1/2024,2024,8,36,0,0,0,NO,NO
AL,9/1/2024,2024,9,66,0,0,0,NO,NO
AL,10/1/2024,2024,10,44,0,0,0,NO,NO
AL,11/1/2024,2024,11,47,0,0,0,NO,NO
AL,12/1/2024,2024,12,41,0,0,0,NO,NO
AL,1/1/2025,2025,1,32,0,0,0,NO,NO
AL,2/1/2025,2025,2,24,0,0,0,NO,NO
AL,3/1/2025,2025,3,40,0,0,0,NO,NO
AL,4/1/2025,2025,4,23,0,0,0,NO,NO
AL,5/1/2025,2025,5,21,0,0,0,NO,NO
AL,6/1/2025,2025,6,21,0,0,0,NO,NO
AL,7/1/2025,2025,7,17,0,0,0,NO,NO
AL,8/1/2025,2025,8,36,0,0,0,NO,NO
AL,9/1/2025,2025,9,48,0,0,0,NO,NO
AL,10/1/2025,2025,10,43,0,0,0,NO,NO
AL,11/1/2025,2025,11,85,0,0,0,NO,NO
AR,1/1/2017,2017,1,67,1,0,1,YES,YES
AR,2/1/2017,2017,2,55,1,0,1,YES,YES
AR,3/1/2017,2017,3,78,1,0,1,YES,YES
AR,4/1/2017,2017,4,66,1,0,1,YES,YES
AR,5/1/2017,2017,5,53,1,0,1,YES,YES
AR,6/1/2017,2017,6,60,1,0,1,YES,YES
AR,7/1/2017,2017,7,50,1,0,1,YES,YES
AR,8/1/2017,2017,8,61,1,0,1,YES,YES
AR,9/1/2017,2017,9,93,1,0,1,YES,YES
AR,10/1/2017,2017,10,86,1,0,1,YES,YES
AR,11/1/2017,2017,11,90,1,0,1,YES,YES
AR,12/1/2017,2017,12,80,1,0,1,YES,YES
AR,1/1/2018,2018,1,68,1,0,1,YES,YES
AR,2/1/2018,2018,2,50,1,0,1,YES,YES
AR,3/1/2018,2018,3,75,1,0,1,YES,YES
AR,4/1/2018,2018,4,57,1,0,1,YES,YES
AR,5/1/2018,2018,5,56,1,0,1,YES,YES
AR,6/1/2018,2018,6,84,1,0,1,YES,YES
AR,7/1/2018,2018,7,47,1,0,1,YES,YES
AR,8/1/2018,2018,8,52,1,0,1,YES,YES
AR,9/1/2018,2018,9,96,1,0,1,YES,YES
AR,10/1/2018,2018,10,74,1,0,1,YES,YES
AR,11/1/2018,2018,11,74,1,0,1,YES,YES
AR,12/1/2018,2018,12,78,1,0,1,YES,YES
AR,1/1/2019,2019,1,62,1,0,1,YES,YES
AR,2/1/2019,2019,2,49,1,0,1,YES,YES
AR,3/1/2019,2019,3,67,1,0,1,YES,YES
AR,4/1/2019,2019,4,59,1,0,1,YES,YES
AR,5/1/2019,2019,5,54,1,0,1,YES,YES
AR,6/1/2019,2019,6,65,1,0,1,YES,YES
AR,7/1/2019,2019,7,45,0,0,0,YES,YES
AR,8/1/2019,2019,8,61,0,1,1,YES,YES
AR,9/1/2019,2019,9,88,0,1,1,YES,YES
AR,10/1/2019,2019,10,72,0,1,1,YES,YES
AR,11/1/2019,2019,11,88,0,1,1,YES,YES
AR,12/1/2019,2019,12,75,0,1,1,YES,YES
AR,1/1/2020,2020,1,73,0,1,1,YES,YES
AR,2/1/2020,2020,2,51,0,1,1,YES,YES
AR,3/1/2020,2020,3,34,0,1,1,YES,YES
AR,4/1/2020,2020,4,23,0,1,1,YES,YES
AR,5/1/2020,2020,5,20,0,1,1,YES,YES
AR,6/1/2020,2020,6,18,0,1,1,YES,YES
AR,7/1/2020,2020,7,23,0,1,1,YES,YES
AR,8/1/2020,2020,8,40,0,1,1,YES,YES
AR,9/1/2020,2020,9,57,0,1,1,YES,YES
AR,10/1/2020,2020,10,74,0,1,1,YES,YES
AR,11/1/2020,2020,11,58,0,1,1,YES,YES
AR,12/1/2020,2020,12,58,0,1,1,YES,YES
AR,1/1/2021,2021,1,55,0,1,1,YES,YES
AR,2/1/2021,2021,2,45,0,1,1,YES,YES
AR,3/1/2021,2021,3,57,0,1,1,YES,YES
AR,4/1/2021,2021,4,42,0,1,1,YES,YES
AR,5/1/2021,2021,5,43,0,1,1,YES,YES
AR,6/1/2021,2021,6,63,0,1,1,YES,YES
AR,7/1/2021,2021,7,38,0,1,1,YES,YES
AR,8/1/2021,2021,8,40,0,1,1,YES,YES
AR,9/1/2021,2021,9,87,0,1,1,YES,YES
AR,10/1/2021,2021,10,77,0,1,1,YES,YES
AR,11/1/2021,2021,11,82,0,1,1,YES,YES
AR,12/1/2021,2021,12,66,0,1,1,YES,YES
AR,1/1/2022,2022,1,54,0,1,1,YES,YES
AR,2/1/2022,2022,2,46,0,1,1,YES,YES
AR,3/1/2022,2022,3,66,0,1,1,YES,YES
AR,4/1/2022,2022,4,43,0,1,1,YES,YES
AR,5/1/2022,2022,5,41,0,1,1,YES,YES
AR,6/1/2022,2022,6,55,0,1,1,YES,YES
AR,7/1/2022,2022,7,31,0,1,1,YES,YES
AR,8/1/2022,2022,8,43,0,1,1,YES,YES
AR,9/1/2022,2022,9,100,0,1,1,YES,YES
AR,10/1/2022,2022,10,74,0,1,1,YES,YES
AR,11/1/2022,2022,11,61,0,1,1,YES,YES
AR,12/1/2022,2022,12,58,0,1,1,YES,YES
AR,1/1/2023,2023,1,56,0,1,1,YES,YES
AR,2/1/2023,2023,2,45,0,1,1,YES,YES
AR,3/1/2023,2023,3,63,0,1,1,YES,YES
AR,4/1/2023,2023,4,50,0,1,1,YES,YES
AR,5/1/2023,2023,5,48,0,1,1,YES,YES
AR,6/1/2023,2023,6,48,0,1,1,YES,YES
AR,7/1/2023,2023,7,34,0,1,1,YES,YES
AR,8/1/2023,2023,8,44,0,1,1,YES,YES
AR,9/1/2023,2023,9,82,0,1,1,YES,YES
AR,10/1/2023,2023,10,64,0,1,1,YES,YES
AR,11/1/2023,2023,11,78,0,1,1,YES,YES
AR,12/1/2023,2023,12,62,0,1,1,YES,YES
AR,1/1/2024,2024,1,57,0,1,1,YES,YES
AR,2/1/2024,2024,2,35,0,1,1,YES,YES
AR,3/1/2024,2024,3,50,0,1,1,YES,YES
AR,4/1/2024,2024,4,47,0,1,1,YES,YES
AR,5/1/2024,2024,5,44,0,1,1,YES,YES
AR,6/1/2024,2024,6,36,0,1,1,YES,YES
AR,7/1/2024,2024,7,29,0,1,1,YES,YES
AR,8/1/2024,2024,8,52,0,1,1,YES,YES
AR,9/1/2024,2024,9,65,0,1,1,YES,YES
AR,10/1/2024,2024,10,54,0,1,1,YES,YES
AR,11/1/2024,2024,11,55,0,1,1,YES,YES
AR,12/1/2024,2024,12,49,0,1,1,YES,YES
AR,1/1/2025,2025,1,47,0,1,1,YES,YES
AR,2/1/2025,2025,2,37,0,1,1,YES,YES
AR,3/1/2025,2025,3,59,0,1,1,YES,YES
AR,4/1/2025,2025,4,39,0,1,1,YES,YES
AR,5/1/2025,2025,5,39,0,1,1,YES,YES
AR,6/1/2025,2025,6,44,0,1,1,YES,YES
AR,7/1/2025,2025,7,24,0,1,1,YES,YES
AR,8/1/2025,2025,8,48,0,1,1,YES,YES
AR,9/1/2025,2025,9,60,0,1,1,YES,YES
AR,10/1/2025,2025,10,54,0,1,1,YES,YES
AR,11/1/2025,2025,11,92,0,1,1,YES,YES
AZ,1/1/2017,2017,1,67,1,0,1,YES,YES
AZ,2/1/2017,2017,2,51,1,0,1,YES,YES
AZ,3/1/2017,2017,3,76,1,0,1,YES,YES
AZ,4/1/2017,2017,4,73,1,0,1,YES,YES
AZ,5/1/2017,2017,5,61,1,0,1,YES,YES
AZ,6/1/2017,2017,6,63,1,0,1,YES,YES
AZ,7/1/2017,2017,7,57,1,0,1,YES,YES
AZ,8/1/2017,2017,8,75,1,0,1,YES,YES
AZ,9/1/2017,2017,9,100,1,0,1,YES,YES
AZ,10/1/2017,2017,10,98,1,0,1,YES,YES
AZ,11/1/2017,2017,11,88,1,0,1,YES,YES
AZ,12/1/2017,2017,12,81,1,0,1,YES,YES
AZ,1/1/2018,2018,1,70,1,0,1,YES,YES
AZ,2/1/2018,2018,2,55,1,0,1,YES,YES
AZ,3/1/2018,2018,3,72,1,0,1,YES,YES
AZ,4/1/2018,2018,4,70,1,0,1,YES,YES
AZ,5/1/2018,2018,5,64,1,0,1,YES,YES
AZ,6/1/2018,2018,6,62,1,0,1,YES,YES
AZ,7/1/2018,2018,7,59,1,0,1,YES,YES
AZ,8/1/2018,2018,8,68,1,0,1,YES,YES
AZ,9/1/2018,2018,9,94,1,0,1,YES,YES
AZ,10/1/2018,2018,10,90,1,0,1,YES,YES
AZ,11/1/2018,2018,11,78,1,0,1,YES,YES
AZ,12/1/2018,2018,12,83,1,0,1,YES,YES
AZ,1/1/2019,2019,1,64,1,0,1,YES,YES
AZ,2/1/2019,2019,2,52,1,0,1,YES,YES
AZ,3/1/2019,2019,3,71,1,0,1,YES,YES
AZ,4/1/2019,2019,4,66,1,0,1,YES,YES
AZ,5/1/2019,2019,5,62,1,0,1,YES,YES
AZ,6/1/2019,2019,6,63,1,0,1,YES,YES
AZ,7/1/2019,2019,7,55,1,0,1,YES,YES
AZ,8/1/2019,2019,8,65,1,0,1,YES,YES
AZ,9/1/2019,2019,9,92,1,0,1,YES,YES
AZ,10/1/2019,2019,10,82,1,0,1,YES,YES
AZ,11/1/2019,2019,11,76,1,0,1,YES,YES
AZ,12/1/2019,2019,12,76,1,0,1,YES,YES
AZ,1/1/2020,2020,1,68,1,0,1,YES,YES
AZ,2/1/2020,2020,2,47,1,0,1,YES,YES
AZ,3/1/2020,2020,3,35,1,0,1,YES,YES
AZ,4/1/2020,2020,4,27,1,0,1,YES,YES
AZ,5/1/2020,2020,5,21,1,0,1,YES,YES
AZ,6/1/2020,2020,6,21,1,0,1,YES,YES
AZ,7/1/2020,2020,7,29,1,0,1,YES,YES
AZ,8/1/2020,2020,8,45,1,0,1,YES,YES
AZ,9/1/2020,2020,9,62,1,0,1,YES,YES
AZ,10/1/2020,2020,10,61,1,0,1,YES,YES
AZ,11/1/2020,2020,11,51,1,0,1,YES,YES
AZ,12/1/2020,2020,12,56,1,0,1,YES,YES
AZ,1/1/2021,2021,1,54,1,0,1,YES,YES
AZ,2/1/2021,2021,2,42,1,0,1,YES,YES
AZ,3/1/2021,2021,3,50,1,0,1,YES,YES
AZ,4/1/2021,2021,4,47,1,0,1,YES,YES
AZ,5/1/2021,2021,5,51,1,0,1,YES,YES
AZ,6/1/2021,2021,6,64,1,0,1,YES,YES
AZ,7/1/2021,2021,7,54,1,0,1,YES,YES
AZ,8/1/2021,2021,8,44,1,0,1,YES,YES
AZ,9/1/2021,2021,9,67,1,0,1,YES,YES
AZ,10/1/2021,2021,10,82,0,1,1,YES,YES
AZ,11/1/2021,2021,11,80,0,1,1,YES,YES
AZ,12/1/2021,2021,12,75,0,1,1,YES,YES
AZ,1/1/2022,2022,1,65,0,1,1,YES,YES
AZ,2/1/2022,2022,2,45,0,1,1,YES,YES
AZ,3/1/2022,2022,3,58,0,1,1,YES,YES
AZ,4/1/2022,2022,4,54,0,1,1,YES,YES
AZ,5/1/2022,2022,5,54,0,1,1,YES,YES
AZ,6/1/2022,2022,6,42,0,1,1,YES,YES
AZ,7/1/2022,2022,7,39,0,1,1,YES,YES
AZ,8/1/2022,2022,8,45,0,1,1,YES,YES
AZ,9/1/2022,2022,9,69,0,1,1,YES,YES
AZ,10/1/2022,2022,10,74,0,1,1,YES,YES
AZ,11/1/2022,2022,11,69,0,1,1,YES,YES
AZ,12/1/2022,2022,12,61,0,1,1,YES,YES
AZ,1/1/2023,2023,1,60,0,1,1,YES,YES
AZ,2/1/2023,2023,2,46,0,1,1,YES,YES
AZ,3/1/2023,2023,3,60,0,1,1,YES,YES
AZ,4/1/2023,2023,4,63,0,1,1,YES,YES
AZ,5/1/2023,2023,5,56,0,1,1,YES,YES
AZ,6/1/2023,2023,6,46,0,1,1,YES,YES
AZ,7/1/2023,2023,7,44,0,1,1,YES,YES
AZ,8/1/2023,2023,8,49,0,1,1,YES,YES
AZ,9/1/2023,2023,9,74,0,1,1,YES,YES
AZ,10/1/2023,2023,10,75,0,1,1,YES,YES
AZ,11/1/2023,2023,11,72,0,1,1,YES,YES
AZ,12/1/2023,2023,12,67,0,1,1,YES,YES
AZ,1/1/2024,2024,1,61,0,1,1,YES,YES
AZ,2/1/2024,2024,2,39,0,1,1,YES,YES
AZ,3/1/2024,2024,3,57,0,1,1,YES,YES
AZ,4/1/2024,2024,4,51,0,1,1,YES,YES
AZ,5/1/2024,2024,5,45,0,1,1,YES,YES
AZ,6/1/2024,2024,6,38,0,1,1,YES,YES
AZ,7/1/2024,2024,7,39,0,1,1,YES,YES
AZ,8/1/2024,2024,8,48,0,1,1,YES,YES
AZ,9/1/2024,2024,9,72,0,1,1,YES,YES
AZ,10/1/2024,2024,10,57,0,1,1,YES,YES
AZ,11/1/2024,2024,11,51,0,1,1,YES,YES
AZ,12/1/2024,2024,12,51,0,1,1,YES,YES
AZ,1/1/2025,2025,1,44,0,1,1,YES,YES
AZ,2/1/2025,2025,2,33,0,1,1,YES,YES
AZ,3/1/2025,2025,3,46,0,1,1,YES,YES
AZ,4/1/2025,2025,4,41,0,1,1,YES,YES
AZ,5/1/2025,2025,5,38,0,1,1,YES,YES
AZ,6/1/2025,2025,6,35,0,1,1,YES,YES
AZ,7/1/2025,2025,7,31,0,1,1,YES,YES
AZ,8/1/2025,2025,8,47,0,1,1,YES,YES
AZ,9/1/2025,2025,9,60,0,1,1,YES,YES
AZ,10/1/2025,2025,10,56,0,1,1,YES,YES
AZ,11/1/2025,2025,11,69,0,1,1,YES,YES
CA,1/1/2017,2017,1,78,0,0,0,NO,NO
CA,2/1/2017,2017,2,61,0,0,0,NO,NO
CA,3/1/2017,2017,3,78,0,0,0,NO,NO
CA,4/1/2017,2017,4,83,0,0,0,NO,NO
CA,5/1/2017,2017,5,73,0,0,0,NO,NO
CA,6/1/2017,2017,6,77,0,0,0,NO,NO
CA,7/1/2017,2017,7,72,0,0,0,NO,NO
CA,8/1/2017,2017,8,75,0,0,0,NO,NO
CA,9/1/2017,2017,9,100,0,0,0,NO,NO
CA,10/1/2017,2017,10,98,0,0,0,NO,NO
CA,11/1/2017,2017,11,88,0,0,0,NO,NO
CA,12/1/2017,2017,12,84,0,0,0,NO,NO
CA,1/1/2018,2018,1,73,0,0,0,NO,NO
CA,2/1/2018,2018,2,63,0,0,0,NO,NO
CA,3/1/2018,2018,3,75,0,0,0,NO,NO
CA,4/1/2018,2018,4,82,0,0,0,NO,NO
CA,5/1/2018,2018,5,74,0,0,0,NO,NO
CA,6/1/2018,2018,6,76,0,0,0,NO,NO
CA,7/1/2018,2018,7,70,0,0,0,NO,NO
CA,8/1/2018,2018,8,65,0,0,0,NO,NO
CA,9/1/2018,2018,9,94,0,0,0,NO,NO
CA,10/1/2018,2018,10,97,0,0,0,NO,NO
CA,11/1/2018,2018,11,81,0,0,0,NO,NO
CA,12/1/2018,2018,12,80,0,0,0,NO,NO
CA,1/1/2019,2019,1,74,0,0,0,NO,NO
CA,2/1/2019,2019,2,64,0,0,0,NO,NO
CA,3/1/2019,2019,3,73,0,0,0,NO,NO
CA,4/1/2019,2019,4,70,0,0,0,NO,NO
CA,5/1/2019,2019,5,72,0,0,0,NO,NO
CA,6/1/2019,2019,6,80,0,0,0,NO,NO
CA,7/1/2019,2019,7,67,0,0,0,NO,NO
CA,8/1/2019,2019,8,71,0,0,0,NO,NO
CA,9/1/2019,2019,9,88,0,0,0,NO,NO
CA,10/1/2019,2019,10,85,0,0,0,NO,NO
CA,11/1/2019,2019,11,81,0,0,0,NO,NO
CA,12/1/2019,2019,12,81,0,0,0,NO,NO
CA,1/1/2020,2020,1,73,0,0,0,NO,NO
CA,2/1/2020,2020,2,57,0,0,0,NO,NO
CA,3/1/2020,2020,3,39,0,0,0,NO,NO
CA,4/1/2020,2020,4,28,0,0,0,NO,NO
CA,5/1/2020,2020,5,25,0,0,0,NO,NO
CA,6/1/2020,2020,6,24,0,0,0,NO,NO
CA,7/1/2020,2020,7,36,0,0,0,NO,NO
CA,8/1/2020,2020,8,52,0,0,0,NO,NO
CA,9/1/2020,2020,9,69,0,0,0,NO,NO
CA,10/1/2020,2020,10,72,0,0,0,NO,NO
CA,11/1/2020,2020,11,54,0,0,0,NO,NO
CA,12/1/2020,2020,12,59,0,0,0,NO,NO
